NUVA,label,comment,abstract
VAC['1062'],CMV immune globulin,"Cytomegalovirus immune globulin, intravenous",True
VAC['1063'],"Hepatitis C vaccine, unspecified","Hepatitis C vaccine, unspecified",True
VAC['1064'],"HIV vaccine, unspecified","HIV vaccine, unspecified",True
VAC['1065'],Leprosy vaccine,"Leprosy vaccine, unspecified",True
VAC['1066'],"Melanoma vaccine, unspecified","Melanoma vaccine, unspecified",True
VAC['1067'],"Streptococcus pyogenes vaccine, unspecified","Streptococcus pyogenes vaccine, unspecified",True
VAC['1068'],"Rift Valley fever vaccine, unspecified","Rift Valley fever vaccine, unspecified",True
VAC['1069'],Vaccinia immune globulin,Vaccinia immune globulin,True
VAC['1070'],FLUZONE HIGH-DOSE QUADRIVALENT SOUTHERN HEMISPHERE,"Quadrivalent inactivated influenza vaccine, split or subunit, high-dose",False
VAC['1071'],"RSV antibody or vaccine, unspecified","RSV antibody or vaccine, unspecified",True
VAC['1072'],"COVID-19 mRNA vaccine, original virus, 25 µg, unspecified","COVID-19 mRNA vaccine, original virus, 25 micrograms",True
VAC['1073'],"Lyme disease vaccine, unspecified","Lyme disease vaccine, unspecified",True
VAC['1074'],CYFENDUS,Adsorbed acellular anthrax vaccine with adjuvant,False
VAC['1075'],"Acellular anthrax vaccine, unspecified","Acellular anthrax vaccine, unspecified",True
VAC['1076'],UROMUNE (MV 140),Vaccine to prevent urinary tract infections in women,False
VAC['1077'],ENVAX-A71,"Enterovirus A71 vaccine, purified and inactivated virus particles",False
VAC['1078'],ENVACGEN,Whole inactivated enterovirus A71 vaccine,False
VAC['1079'],VAX-SPIRAL,"Trivalent vaccine against leptospirosis caused by Canicola serovar canicola, Icterohaemorrhagiae serovar copenhageni and Pomona serovar mozdok",False
VAC['1080'],COVAXIN,"COVID-19 vaccine, whole virion inactivated",False
VAC['1081'],BAYGAM,"Human immunoglobulin against certain viruses (hepatitis A, measles, chickenpox and rubella)",False
VAC['1082'],BAYHEP B,Hepatitis b immune globulin (human),False
VAC['1083'],BAYRAB,Anti-rabies immune globulin (human),False
VAC['1084'],BAYTET,Tetanus immune globulin human solvent/detergent treated 250 units,False
VAC['1085'],MYCOBAX,"Live, attenuated tuberculosis vaccine",False
VAC['1086'],PNEUMUNE,"Pneumococcal polysaccharide conjugate vaccine, 23-valent, serotypes 1, 2, 3, 4, 5, 6B, 7F, 8, 9N, 9V, 10A, 11A, 12F, 14, 15B, 17F, 18C, 19A, 19F, 20, 22F, 23F and 33F",False
VAC['1087'],HYPERTET,"Human tetanus immunoglobulin, post-exposure treatment",False
VAC['1088'],HYPERRAB,"Human rabies immunoglobulin, post-exposure treatment",False
VAC['1089'],HYPERHEP B,"Human anti-hepatitis B immunoglobulin, post-exposure treatment",False
VAC['1090'],MENZB,Meningococcal vaccine with outer membrane vesicle proteins,False
VAC['1091'],VARIZIG,Varicella Zoster Immune Globulin (Human),False
VAC['1092'],KAMRAB,Human-rabies immunoglobulin 150IU/ml,False
VAC['1093'],HEPAGAM,Hepatitis B Immune Globulin Intravenous (Human),False
VAC['1094'],OROCHOL,live oral cholera vaccine,False
VAC['1095'],MVA85A,Experimental tuberculosis vaccine,False
VAC['1096'],MORCVAX,Oral Inactivated whole-cell cholera vaccine,False
VAC['1097'],CYTOGAM,Human intravenous anti-CMV immunoglobulin,False
VAC['1098'],XANAFLU,Trivalent inactivated influenza vaccine,False
VAC['1099'],BABYBIG,Intravenous human immunoglobulin against infant botulism types A and B,False
VAC['1100'],BOTULISM ANTITOXIN BEHRING,"Equine botulinum antitoxin types A, B and E",False
VAC['1101'],DOTARICIN,Inactivated influenza vaccine with MF59 adjuvant,False
VAC['1102'],HIB-IMMUNE,Haemophilus influenzae type b non-conjugated polysaccharide vaccine,False
VAC['1103'],HIB-VAX,Haemophilus influenzae type b non-conjugated polysaccharide vaccine,False
VAC['1104'],DIPHTHERIA ANTITOXIN B.P.,Anti-diphtheria toxin immunoglobulin of equine origin,False
VAC['1105'],BAT EMERGENT BIOSOLUTIONS,"Botulism Antitoxin Heptavalent (A, B, C, D, E, F, G) equine",False
VAC['1106'],"COVID-19 VLP vaccine, unspecified","Covid 19 VLP vaccine, unspecified",True
VAC['1107'],"Whole inactivated Cholera vaccine, unspecified","Whole inactivated Cholera vaccine, unspecified",True
VAC['1108'],"COVID-19 bivalent mRNA vaccine, original virus + Omicron BA.1 variant, unspecified","Bivalent anti-covid 19 mRNA vaccine against the original virus and the Omicron BA.1 variant, unspecified",True
VAC['1109'],"ACW unconjugated meningococcal vaccine, unspecified","Non-conjugated polysaccharide vaccine against meningococci serogroups A, C and W",True
VAC['1110'],"Meningococcal C vaccine unconjugated, unspecified","Meningococcal C vaccine unconjugated, unspecified",True
VAC['1111'],"Japanese Encephalitis Vaccine, whole inactivated, prepared on Vero cells, unspecified","Whole inactivated Japanese encephalitis vaccine, prepared in Vero cells",True
VAC['1112'],"Live attenuated quadrivalent influenza vaccine, unspecified","Live attenuated quadrivalent seasonal influenza vaccine, nasal",True
VAC['1113'],"COVID-19 protein subunit vaccine, recombinant spike protein, unspecified","Anti-covid 19 protein subunit vaccine, recombinant spike protein, unspecified",True
VAC['1114'],"Vaccine against typhoid fever and hepatitis A, unspecified",Typhoid vaccine combined with hepatitis A vaccine,True
VAC['1115'],"Pentavalent vaccine DTPaHibP - Diphtheria-Tetanus-Pertussis-Hib PRP-Polio, unspecified","Pediatric diphtheria (toxoid, standard dose), tetanus (toxoid), pertussis (multicomponent acellular, standard dose), Haemophilus influenzae type b (tetanus toxoid conjugated) and polio (whole inactivated, trivalent) vaccine, adsorbed",True
VAC['1116'],"Rabies vaccine, whole inactivated, prepared in Vero cell culture, unspecified","Whole inactivated rabies vaccine, prepared in Vero cell culture (PVRV), Wistar strain, inactivation by ß-propiolactone",True
VAC['1117'],"COVID-19 bivalent mRNA vaccine against the original virus and the Omicron BA.4/5 variant, 5 micrograms, unspecified","Bivalent anti-covid 19 mRNA vaccine against the original virus and the Omicron BA.4/5 variant, 5 micrograms, unspecified",True
VAC['1118'],"Enterovirus A71 vaccine, unspecified","Enterovirus A71 vaccine, unspecified",True
VAC['1119'],"COVID-19 inactivated vaccine, whole virus, authorized, unspecified","COVID-19 inactivated vaccine, whole virus, authorized, unspecified",True
VAC['1120'],"Trivalent leptospirosis vaccine, unspecified","Trivalent vaccine against leptospirosis caused by Canicola serovar canicola, Icterohaemorrhagiae serovar copenhageni and Pomona serovar mozdok",True
VAC['1121'],"Hexavalent vaccine DTPaHibPHepB - Diphtheria-Tetanus-Pertussis-Hib-Polio-Hepatitis B 10µg, unspecified","Pediatric vaccine diphtheria (toxoid, standard dose), tetanus (toxoid), pertussis (acellular multicomponent, standard dose, 3 components), anti-Haemophilus influenzae type b (conjugated with tetanus toxoid), poliomyelitis (whole inactivated, trivalent) and hepatitis B (recombinant), unspecified",True
VAC['1122'],"1st generation live smallpox vaccine, unspecified","First generation smallpox vaccine, live vaccinia virus",True
VAC['1123'],"Live attenuated trivalent influenza vaccine, unspecified","Live attenuated trivalent seasonal influenza vaccine, nasal",True
VAC['1124'],"Inactivated whole virus COVID-19 vaccine, in clinical trial, unspecified","COVID-19 inactivated vaccine, whole virus, in clinical trial, unspecified",True
VAC['1125'],"Hepatitis B vaccine, unspecified","Hepatitis B vaccine, unspecified",True
VAC['1126'],"Pentavalent DTP Hib vaccine - Diphtheria-Tetanus-Pertussis-Hib PRP-Polio, unspecified","Pediatric diphtheria (toxoid, standard dose), tetanus (toxoid), pertussis (whole inactivated), anti-Haemophilus influenzae type b (conjugated with tetanus toxoid) and polio (whole inactivated, trivalent) vaccine, unspecified",True
VAC['1127'],"Immunoglobulin against hepatitis A, measles, chickenpox and rubella, unspecified","Immunoglobulin against hepatitis A, measles, chickenpox and rubella, unspecified",True
VAC['1128'],"COVID-19 plasmid DNA vaccine, unspecified","Plasmid DNA anti-covid 19 vaccine, unspecified",True
VAC['1129'],"COVID-19 protein subunit vaccine, recombinant spike protein in nanoparticles, unspecified","Anti-covid 19 protein subunit vaccine, recombinant spike protein in nanoparticles, unspecified",True
VAC['1130'],"Trivalent inactivated seasonal influenza vaccine and tetanus toxoid, unspecified","Trivalent inactivated seasonal influenza vaccine, split virion and tetanus (toxoid)",True
VAC['1131'],"17-valent unconjugated pneumococcal vaccine, unspecified","Unconjugated pneumococcal polysaccharide vaccine, 17-valent, serotypes 1, 2, 3, 4, 6A, 7F, 8, 9N, 11A, 12F, 14, 15F, 17F, 18C, 19F, 23F and 25",True
VAC['1132'],"COVID-19 bivalent mRNA vaccine, original virus + Omicron BA.4/5 variant, 1.5 micrograms, unspecified","Bivalent anti-covid 19 mRNA vaccine against the original virus and the Omicron BA.4/5 variant, 1.5 micrograms, unspecified",True
VAC['1133'],"Meningococcal ACWY polysaccharide conjugate vaccine, unspecified","Quadrivalent meningococcal polysaccharide conjugate vaccine against serogroups A, C, W and Y (conjugated to CRM 197 protein)",True
VAC['1134'],"Live attenuated vaccine against Argentine hemorrhagic fever, Junin virus, unspecified","Live attenuated vaccine against Argentine hemorrhagic fever, Junin virus, unspecified",True
VAC['1135'],"COVID-19 Plasmid DNA vaccine with non-replicating viral vector, adenovirus encoding the spike protein of SARS-CoV-2, by inhalation, unspecified","Anti-covid 19 vaccine with non-replicating viral vector, adenovirus encoding the spike protein of SARS-CoV-2, by inhalation, unspecified",True
VAC['1136'],"23-valent Pneumococcus conjugate vaccine, unspecified","Pneumococcal polysaccharide conjugate vaccine, 23-valent, serotypes 1, 2, 3, 4, 5, 6B, 7F, 8, 9N, 9V, 10A, 11A, 12F, 14, 15B, 17F, 18C, 19A, 19F, 20, 22F, 23F and 33F",True
VAC['1137'],"Whole inactivated tick-borne encephalitis vaccine, strain K23, unspecified","Whole inactivated tick-borne encephalitis vaccine, strain K23, unspecified",True
VAC['1138'],COVID-19 recombinant protein subunit vaccine,Recombinant protein subunit anti-covid 19 vaccine,True
VAC['1139'],"COVID-19 vaccine, non-replicating vector, Newcastle disease virus encoding the SARS-CoV-2 spike protein, unspecified","COVID-19 vaccine, non-replicating vector, Newcastle disease virus encoding the SARS-CoV-2 spike protein, unspecified",True
VAC['1140'],"COVID-19 bivalent mRNA vaccine against the original virus and the Omicron BA.4/5 variant, 25 micrograms, unspecified","Covid 19 bivalent mRNA vaccine against the original virus and the Omicron BA.4/5 variant, 25 micrograms, unspecified",True
VAC['1141'],"Bird Flu H5N8 Vaccine, unspecified","Bird Flu H5N8 Vaccine, unspecified",True
VAC['1142'],"COVID-19 vaccine, non-replicating vector, antigen-presenting cells, unspecified","COVID-19 vaccine, non-replicating vector, antigen-presenting cells, unspecified",True
VAC['1143'],"COVID-19 vaccine with non-replicating viral vector, adenovirus encoding the spike protein of SARS-CoV-2, unspecified","Anti-covid 19 vaccine with non-replicating viral vector, adenovirus encoding the spike protein of SARS-CoV-2, unspecified",True
VAC['1144'],"COVID-19 protein subunit vaccine, recombinant SARS-CoV-2 spike protein, S-2P and CpG1018, unspecified","Anti-covid 19 protein subunit vaccine, recombinant SARS-CoV-2 spike protein, S-2P and CpG1018, unspecified",True
VAC['1145'],"Recombinant hepatitis B vaccine, three antigens, unspecified","Recombinant hepatitis B vaccine, three antigens (HbS, pre-S1 and pre-S2)",True
VAC['1146'],"Inactivated quadrivalent influenza vaccine, high dose, unspecified","Inactivated quadrivalent influenza vaccine, split or subunit, high dose",True
VAC['1147'],"Human monoclonal antibody against respiratory syncytial virus (RSV), nirsevimab, unspecified","Human monoclonal antibody against respiratory syncytial virus (RSV), nirsevimab, unspecified",True
VAC['1148'],"Haemophilus influenzae type b vaccine, unconjugated polysaccharide, unspecified","Haemophilus influenzae type b vaccine, unconjugated polysaccharide, unspecified",True
VAC['1149'],"Oral live attenuated cholera vaccine, unspecified","Oral live attenuated cholera vaccine, unspecified",True
VAC['1150'],"COVID-19 mRNA vaccine encoding the spike protein of SARS-CoV-2, original virus, 30 micrograms, unspecified","Anti-covid 19 mRNA vaccine encoding the spike protein of SARS-CoV-2, original virus, 30 micrograms, unspecified",True
VAC['1151'],"Quadrivalent DTPeP vaccine - Diphtheria-Tetanus-Pertussis-Polio, unspecified","Pediatric diphtheria (toxoid, standard dose), tetanus (toxoid), pertussis (whole inactivated), and polio (whole inactivated, trivalent) vaccine",True
VAC['1152'],"Meningococcal B vaccine containing fHbp of subfamilies A and B, unspecified","Meningococcal B vaccine containing fHbp of subfamilies A and B, unspecified",True
VAC['1153'],"Quadrivalent meningococcal ACWY vaccine, diphtheria toxoid conjugate, unspecified","Quadrivalent meningococcal polysaccharide conjugate vaccine against serogroups A, C, W and Y (diphtheria toxoid conjugate)",True
VAC['1154'],"Whole inactivated mumps vaccine, unspecified","Whole inactivated mumps vaccine, unspecified",True
VAC['1155'],"Plasma hepatitis B vaccine, unspecified","Plasma hepatitis B vaccine, unspecified",True
VAC['1156'],"Immunoglobulin against botulism, unspecified",Intravenous human immunoglobulin against infant botulism types A and B,True
VAC['1157'],"3rd generation smallpox vaccine, modified Ankara vaccinia virus, unspecified","Third generation smallpox vaccine, modified vaccinia Ankara virus, non-replicating",True
VAC['1158'],"COVID-19 mRNA vaccine against the Omicron XBB.1.5 variant, 3 micrograms, unspecified","COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, Omicron XBB.1.5 variant, 3 micrograms",True
VAC['1159'],"Recombinant trivalent influenza vaccine, unspecified",Trivalent Recombinant Seasonal Influenza Vaccine,True
VAC['1160'],"2nd generation live smallpox vaccine, unspecified","Second generation smallpox vaccine, vaccinia virus obtained by cell culture",True
VAC['1161'],"Quadrivalent DTPeP vaccine - Diphtheria-Tetanus-Pertussis-Hib PRP, unspecified","Pediatric diphtheria (toxoid, standard dose), tetanus (toxoid), pertussis (whole inactivated) and Haemophilus influenzae type b (tetanus toxoid conjugated) vaccine",True
VAC['1162'],"COVID-19 mRNA vaccine, bivalent, original virus and Omicron BA.1 variant, 15 micrograms, unspecified","COVID-19 mRNA vaccine, bivalent, original virus and Omicron BA.1 variant, 15 micrograms, unspecified",True
VAC['1163'],"20-valent Pneumococcus conjugate vaccine, unspecified","Pneumococcal polysaccharide conjugate vaccine, 20-valent, adsorbed, serotypes 1, 3, 4, 5, 6A, 6B, 7F, 8, 9V, 10A, 11A, 12F, 14, 15B, 18C, 19A, 19F, 22F, 23F and 33F",True
VAC['1164'],"Quadrivalent DTPaHib- Diphtheria-Tetanus-Pertussis-Hib PRP vaccine, unspecified","Pediatric diphtheria (toxoid, standard dose), tetanus (toxoid), pertussis (acellular multicomponent, standard dose) and Haemophilus influenzae type b (tetanus toxoid conjugate) vaccine",True
VAC['1165'],"Diphtheria toxoid, standard dose, unspecified","Pediatric diphtheria vaccine (toxoid, standard dose)",True
VAC['1166'],"COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, currently in clinical trial, unspecified","Anti-covid 19 mRNA vaccine encoding the SARS-CoV-2 spike protein, currently in clinical trial, unspecified",True
VAC['1167'],"Acellular Pertussis Vaccine, unspecified","Acellular pertussis vaccine, standard dose",True
VAC['1168'],"Quadrivalent DTPeHib- Diphtheria-Tetanus-Pertussis-Hib OC vaccine, unspecified","Pediatric diphtheria (toxoid, standard dose), tetanus (toxoid), pertussis (whole inactivated) and Haemophilus influenzae type b (diphtheria toxoid conjugate) vaccine",True
VAC['1169'],"COVID-19 Bivalent mRNA vaccine, original virus + Omicron BA.4/5 variant, 15 micrograms, unspecified","Bivalent anti-covid 19 mRNA vaccine against the original virus and the Omicron BA.4/5 variant, 15 micrograms, unspecified",True
VAC['1170'],"Non-replicating viral vector COVID-19 vaccine, chimpanzee adenovirus ChadOx1 encoding the SARS-CoV-2 spike protein","Non-replicating viral vector anti-covid 19 vaccine, chimpanzee adenovirus ChadOx1 encoding the SARS-CoV-2 spike protein",True
VAC['1171'],"Inactivated trivalent influenza vaccine, high dose, unspecified","Trivalent inactivated influenza vaccine, split or subunit, high dose",True
VAC['1172'],"Diphtheria toxoid, reduced dose, unspecified","Diphtheria vaccine (anatoxin, reduced dose)",True
VAC['1173'],"COVID-19 vaccine with replicative viral vector, influenza virus encoding the spike protein of SARS-CoV-2, unspecified","Anti-covid 19 vaccine with replicative viral vector, influenza virus encoding the spike protein of SARS-CoV-2, unspecified",True
VAC['1174'],"Pentavalent DTPaPHepB vaccine - Diphtheria-Tetanus-Pertussis-Polio-Hepatitis B 10µg, unspecified","Pediatric diphtheria (toxoid, standard dose), tetanus (toxoid), pertussis (multicomponent acellular, standard dose), polio (whole inactivated, trivalent) and hepatitis B (recombinant) vaccine",True
VAC['1175'],"Inactivated trivalent influenza vaccine cell culture, normal dose, unspecified","Trivalent inactivated cell culture influenza vaccine, split or subunit, normal dose",True
VAC['1176'],"COVID-19 vaccine with non-replicating viral vector, adenovirus 5 encoding the S and N proteins of SARS-CoV-2, unspecified","Anti-covid 19 vaccine with non-replicating viral vector, adenovirus 5 encoding the S and N proteins of SARS-CoV-2, unspecified",True
VAC['1177'],"3rd generation smallpox vaccine, live vaccinia virus with minimal replication, unspecified","Third generation smallpox vaccine, obtained in cell culture, minimally replicating live vaccinia virus",True
VAC['1178'],"Tetravalent Dengue vaccine, live attenuated chimeric recombinant, unspecified","Live attenuated, chimeric, recombinant, quadrivalent vaccine against the four serotypes (1, 2, 3 and 4) of dengue virus",True
